iter	RMSE
168	0.1011778176
169	0.1011131292
170	0.1009042868
171	0.1008431369
172	0.1006578761
173	0.1005480099
174	0.1004878701
175	0.1003907372
176	0.100323781
177	0.1001046876
178	0.1000754399
179	0.1000368364
180	0.1000091788
181	0.09991026526
182	0.09988231509
183	0.09985622798
184	0.09967156783
185	0.09963555805
186	0.09956150323
187	0.09932479333
188	0.09926544368
189	0.09924435301
190	0.09922784166
191	0.09916397361
192	0.09913446369
193	0.09898542045
194	0.0988426695
195	0.09879244815
196	0.09877377592
197	0.09862001609
198	0.09856963745
199	0.09834279747
200	0.09796814276
201	0.09792566119
202	0.09790105716
203	0.0976780838
204	0.09765724638
205	0.09762421975
206	0.09750239413
207	0.09723720162
208	0.09698991255
209	0.09696604783
210	0.09692067663
211	0.09673281811
212	0.09649272759
213	0.09646454771
214	0.0964361233
215	0.09642258814
216	0.09637810728
217	0.09621822313
218	0.09602031949
219	0.09566256416
220	0.09550532023
221	0.09549386259
222	0.09545251083
223	0.09527144806
224	0.09522097118
225	0.09501465255
226	0.09484634488
227	0.09467613154
228	0.09458576858
229	0.09438878053
230	0.09434948802
231	0.09433405705
232	0.09419519944
233	0.09399222654
234	0.09396398134
235	0.09394921168
236	0.09393117814
237	0.09371733062
238	0.09370763957
239	0.0935654951
240	0.09353018641
241	0.09338500731
242	0.0932520572
243	0.09323191338
244	0.0930543712
245	0.09303200869
246	0.09278899714
247	0.09276491861
248	0.09256348558
249	0.09244432675
250	0.09218346835
251	0.09205635294
252	0.0920306791
253	0.09190886131
254	0.09189477564
255	0.09164728101
256	0.09161362561
257	0.09148340353
258	0.09130895252
259	0.09128665899
260	0.09118091551
261	0.09106334394
262	0.09091769096
263	0.09081215327
264	0.09079228874
265	0.09061419412
266	0.09048209798
267	0.09046617784
268	0.09044524398
269	0.0902236745
270	0.09012667602
271	0.09000491237
272	0.08999259867
273	0.08996177171
274	0.08983009629
275	0.08980416287
276	0.08978794781
277	0.08973847881
278	0.0897270392
279	0.08959015311
280	0.08958202618
281	0.08952739023
282	0.08934235824
283	0.08932615004
284	0.08930826352
285	0.0892905516
286	0.08917888869
287	0.08902613118
288	0.08889278018
289	0.08873301052
290	0.08853768777
291	0.08851835621
292	0.0883579632
293	0.0882600305
294	0.08810021138
295	0.08801728103
296	0.08792882426
297	0.08791741055
298	0.08779638161
299	0.08777001037
300	0.08763288
301	0.08749749208
302	0.08744519224
303	0.08723405173
304	0.08721390057
305	0.08702134291
306	0.08687836708
307	0.08674197274
308	0.08662363706
309	0.08649096707
310	0.08647350448
311	0.08625527713
312	0.08623597185
313	0.08612932429
314	0.08597336394
315	0.08590938359
316	0.08589805523
317	0.08577513437
318	0.08573639029
319	0.08557511432
320	0.0854138125
321	0.08526331396
322	0.08512367519
323	0.08505198033
324	0.08504398473
325	0.08496076657
326	0.08488172793
327	0.08475156846
328	0.08467843241
329	0.08454197399
330	0.08441966515
331	0.08441054797
332	0.08440230237
333	0.08439267202
334	0.08435991899
335	0.08432544711
336	0.08431710116
337	0.08423163627
338	0.08408949495
339	0.08402007395
340	0.08386099477
341	0.0838433969
342	0.08365414642
343	0.08361755062
344	0.08345317781
345	0.08343520387
346	0.08342811919
347	0.08327886439
348	0.08309754077
349	0.08292776963
350	0.08283662118
351	0.08281305811
352	0.08280520793
353	0.08271822236
354	0.08268823758
355	0.08266760069
356	0.08251694041
357	0.08235214015
358	0.08225438663
359	0.08223878056
360	0.08215011877
361	0.0821448399
362	0.08212617874
363	0.08203807565
364	0.08202983
365	0.08201676825
366	0.08189958685
367	0.08182779232
368	0.08181616164
369	0.08180905756
370	0.08176264277
371	0.08175585087
372	0.08174613211
373	0.08164295115
374	0.0816396747
375	0.08151136681
376	0.08143097073
377	0.08131347852
378	0.08117257147
379	0.08105868358
380	0.08105094079
381	0.08089731844
382	0.0808536081
383	0.08076799365
384	0.08069027886
385	0.08067911305
386	0.08064890148
387	0.08062467824
388	0.08053717235
389	0.08037891126
390	0.08024386529
391	0.08019569633
392	0.08003035457
393	0.07987237216
394	0.07977180576
395	0.07969435458
396	0.0796336028
397	0.07949044474
398	0.07946272276
399	0.07935843399
400	0.07935037611
401	0.07918581532
402	0.07911372613
403	0.07907108158
404	0.07890320123
405	0.07888783963
406	0.07888318958
407	0.07883740518
408	0.07871174558
409	0.07859500815
410	0.07847816119
411	0.07840884985
412	0.07835508576
413	0.07835236382
414	0.07829657554
415	0.07828769334
416	0.0782712679
417	0.07809765343
418	0.07797510672
419	0.07784398717
420	0.07782909683
421	0.07775024745
422	0.07774287751
423	0.07771924404
424	0.077631784
425	0.07749889484
426	0.07743539626
427	0.07727705148
428	0.07725101744
429	0.07715283499
430	0.07701016102
431	0.07697705229
432	0.07688688989
433	0.07688450209
434	0.07687699383
435	0.07680760192
436	0.07679681138
437	0.07678736794
438	0.07667984007
439	0.07657783746
440	0.07645320885
441	0.076373641
442	0.07628267709
443	0.07627101224
444	0.07626295181
445	0.07622009655
446	0.07616386773
447	0.07614130388
448	0.07603410563
449	0.07595543809
450	0.07580437819
451	0.07571396451
452	0.07567234556
453	0.07561949083
454	0.07547427649
455	0.07539940541
456	0.07534463346
457	0.07532797177
458	0.07531994588
459	0.07531092638
460	0.07525974536
461	0.07516729354
462	0.07508560781
463	0.07507714874
464	0.07502092525
465	0.0749611026
466	0.0749514817
467	0.07490816846
468	0.07482684792
469	0.07482040053
470	0.07470548038
471	0.07462038624
472	0.0745554862
473	0.07454613332
474	0.07449579615
475	0.07439821605
476	0.07438989358
477	0.07438691327
478	0.0742835442
479	0.07427373314
480	0.07409335911
481	0.07400028971
482	0.07394855799
483	0.07381072761
484	0.07375991272
485	0.07374941576
486	0.07373034732
487	0.07365492547
488	0.07365180085
489	0.07362844768
490	0.07352554341
491	0.07342394754
492	0.07342181121
493	0.07339167452
494	0.0733319395
495	0.07328382679
496	0.073269691
497	0.07309646598
498	0.07305365607
499	0.07300562326
500	0.07297148736
501	0.0729020728
502	0.07273890397
503	0.07262231305
504	0.07242956462
505	0.07242753984
506	0.07232470538
507	0.07226666324
508	0.07221246242
509	0.07217660931
510	0.07214277225
511	0.07207519863
512	0.07198305595
513	0.0719515834
514	0.07176964629
515	0.07168432728
516	0.07156667674
517	0.0714100801
518	0.07139233212
519	0.07136117431
520	0.07126010241
521	0.07115019628
522	0.07110385038
523	0.07110150025
524	0.07099959533
525	0.07099667833
526	0.0709677929
527	0.0708878401
528	0.070796963
529	0.07076437496
530	0.07071163286
531	0.07070910894
532	0.07058097653
533	0.07052553899
534	0.07038507632
535	0.07032775533
536	0.07023033845
537	0.0700631116
538	0.06996585183
539	0.06986553903
540	0.06985411493
541	0.0698510279
542	0.06980434761
543	0.06973717414
544	0.06971594704
545	0.06967945013
546	0.06961365274
547	0.06955887629
548	0.06955108008
549	0.06950099363
550	0.06948667877
551	0.06948587055
552	0.06944056298
553	0.06940473623
554	0.06934932402
555	0.06933398069
556	0.06924692854
557	0.06917158823
558	0.0691513224
559	0.06914341321
560	0.06910834258
561	0.06903417961
562	0.06897429072
563	0.06892858877
564	0.06890941352
565	0.06884370056
566	0.06874159111
567	0.06865944614
568	0.06852592853
569	0.06843909458
570	0.0683937354
571	0.06838196053
572	0.06820873781
573	0.06819194337
574	0.06812860467
575	0.06797164863
576	0.06796472846
577	0.0678648868
578	0.06782673898
579	0.06777427157
580	0.06769818164
581	0.06761257317
582	0.06758901583
583	0.06748104016
584	0.06746331558
585	0.06746115911
586	0.06741863623
587	0.0673750568
588	0.06732544526
589	0.06730585564
590	0.06723273749
591	0.06714167754
592	0.06711330097
593	0.06709998558
594	0.06708211011
595	0.06704887862
596	0.06694667239
597	0.06694016798
598	0.06690055779
599	0.06686835144
600	0.06681427005
601	0.06680584925
602	0.06675741352
603	0.06669200646
604	0.06667011636
605	0.06665279999
606	0.06655001032
607	0.06653591359
608	0.0665256044
609	0.06652355252
610	0.06643126937
611	0.06641222096
612	0.06634968327
613	0.06627802985
614	0.06626552406
615	0.06625462651
616	0.06611127116
617	0.06605487861
618	0.06604884439
619	0.06604140025
620	0.06600486121
621	0.06589223472
622	0.06585984213
623	0.06574381548
624	0.06566660402
625	0.06557002952
626	0.06550726233
627	0.06545993019
628	0.06531417448
629	0.06530860397
630	0.06526361366
631	0.06524190605
632	0.06510394522
633	0.06503152905
634	0.06496611781
635	0.06483420682
636	0.06478652897
637	0.06472650383
638	0.06468980218
639	0.06461624687
640	0.06461424166
641	0.06453322292
642	0.06449091136
643	0.06445967174
644	0.06441575673
645	0.06438361537
646	0.06431908115
647	0.06418984343
648	0.06409043946
649	0.06398835286
650	0.06393086312
651	0.06387198637
652	0.0638281672
653	0.06373583368
654	0.06369875062
655	0.06366847083
656	0.06361186874
657	0.06355966499
658	0.06352103225
659	0.06348218825
660	0.06343326559
661	0.06340800777
662	0.06338162884
663	0.06335198691
664	0.06334923628
665	0.06332347229
666	0.063311766
667	0.06320211665
668	0.06320022515
669	0.06309075314
670	0.06304621526
671	0.06304439569
672	0.06299827706
673	0.06290346546
674	0.0628491326
675	0.06278882209
676	0.06278280769
677	0.06269708975
678	0.0626261569
679	0.06261479528
680	0.06252574693
681	0.06249604024
682	0.06248740857
683	0.06246112887
684	0.06245874299
685	0.06240472507
686	0.06239508462
687	0.06233738908
688	0.06233256257
689	0.06229638261
690	0.06224605724
691	0.06212986259
692	0.06207381807
693	0.06206286102
694	0.06199221493
695	0.06188319817
696	0.06188043517
697	0.0618455681
698	0.06182734082
699	0.06161654709
700	0.06161290095
701	0.06160998169
702	0.06156172191
703	0.0615072312
704	0.06146399517
705	0.06139060184
706	0.06134492219
707	0.06133577445
708	0.06124097054
709	0.06123113351
710	0.06118395675
711	0.06116898117
712	0.06113666886
713	0.06104299918
714	0.06097454329
715	0.06087276046
716	0.06084854424
717	0.06078938337
718	0.06067389943
719	0.06063226464
720	0.06056009647
721	0.06052873165
722	0.06043782106
723	0.06041074606
724	0.06036556404
725	0.0603344741
726	0.06030279256
727	0.06026339198
728	0.06023867908
729	0.06020608814
730	0.0602004847
731	0.06014787712
732	0.06013227889
733	0.06010190996
734	0.06009667698
735	0.06004686321
736	0.06004392592
737	0.05997022848
738	0.05990793988
739	0.05980479733
740	0.05970786503
741	0.05963447787
742	0.05963279399
743	0.05959232147
744	0.0595585429
745	0.05951912047
746	0.0595158068
747	0.05946707046
748	0.05944088113
749	0.05939921747
750	0.05935667893
751	0.05933578776
752	0.05932910756
753	0.05926277921
754	0.05918755135
755	0.05916404284
756	0.05913047158
757	0.0590362733
758	0.05902524115
759	0.05900312693
760	0.05892991821
761	0.05888457343
762	0.05887518799
763	0.0588724147
764	0.05882700339
765	0.05881271576
766	0.05879436654
767	0.05872546598
768	0.05867875222
769	0.05863213035
770	0.05863089094
771	0.05849656829
772	0.05849421461
773	0.05845867015
774	0.05840205326
775	0.05835922762
776	0.05833513024
777	0.05828363506
778	0.05823319692
779	0.05822551789
780	0.05821878823
781	0.0581085611
782	0.05810545557
783	0.05802692691
784	0.0579312188
785	0.05787748092
786	0.05782504107
787	0.05782330941
788	0.05777481193
789	0.05777267945
790	0.05773309439
791	0.05772158658
792	0.0577028433
793	0.05764009867
794	0.05762070558
795	0.05753919832
796	0.05752033773
797	0.05747329238
798	0.05738751783
799	0.05734515749
800	0.05731029648
801	0.05729272687
802	0.05721135484
803	0.05720670314
804	0.05711823003
805	0.05711663033
806	0.05711206591
807	0.05710874125
808	0.05706749597
809	0.0570592703
810	0.05701049584
811	0.05696002125
812	0.05695137624
813	0.05689345353
814	0.05689160324
815	0.05686174642
816	0.05684376134
817	0.05679781548
818	0.05676164725
819	0.05671895097
820	0.05671632342
821	0.05668587112
822	0.05668093498
823	0.05663842504
824	0.05655866487
825	0.05647552996
826	0.05643726081
827	0.05643554469
828	0.05642636954
829	0.05640413733
830	0.0563661112
831	0.05632105952
832	0.05625937453
833	0.0562532703
834	0.0562464714
835	0.05619061637
836	0.05616097101
837	0.0560717568
838	0.05604773073
839	0.05596610829
840	0.05595860706
841	0.05595668905
842	0.05594704133
843	0.05590258335
844	0.05575767859
845	0.05570322624
846	0.05560645148
847	0.05553800176
848	0.05553593122
849	0.05551650219
850	0.05548435157
851	0.0554180109
852	0.05540039318
853	0.05539543507
854	0.05534651585
855	0.05529071604
856	0.05523799045
857	0.05523638409
858	0.05521263443
859	0.05515817483
860	0.0551094344
861	0.0550582418
862	0.0550094106
863	0.0548802501
864	0.05481601146
865	0.05481426708
866	0.0547843915
867	0.05477555806
868	0.05473203249
869	0.05468149716
870	0.05462093347
871	0.05460842262
872	0.05456633199
873	0.05452748334
874	0.05449394033
875	0.05446214534
876	0.05440385649
877	0.05436508793
878	0.05435976419
879	0.05431610456
880	0.05429863053
881	0.05428782166
882	0.05418738274
883	0.05417765724
884	0.05415950848
885	0.054102912
886	0.05408520563
887	0.05407815315
888	0.05407376389
889	0.05401415502
890	0.05396712208
891	0.05394933412
892	0.05390319309
893	0.05387540367
894	0.05385096049
895	0.05383961393
896	0.05380925516
897	0.05376135812
898	0.05375707949
899	0.0536858558
900	0.05368280383
901	0.0536337966
902	0.05359996602
903	0.05354255164
904	0.05350300202
905	0.05349436765
906	0.05347937166
907	0.05346336251
908	0.05342922668
909	0.05338012886
910	0.05334797069
911	0.05326030377
912	0.05320291253
913	0.05318501164
914	0.05318374563
915	0.05315764165
916	0.05307335999
917	0.05306788105
918	0.05306211476
919	0.05304724593
920	0.05301270534
921	0.05293415368
922	0.05293047971
923	0.05290154044
924	0.0528735055
925	0.05282915685
926	0.05276482666
927	0.0527436695
928	0.05270265976
929	0.0526199282
930	0.05260745366
931	0.05255048278
932	0.05252205562
933	0.05251759153
934	0.05246147062
935	0.0524422547
936	0.05243769121
937	0.05242934839
938	0.05241965931
939	0.05241656568
940	0.05238880828
941	0.0522859586
942	0.05221927882
943	0.05219257549
944	0.05218476221
945	0.05214998726
946	0.05213565635
947	0.05209826927
948	0.05209020121
949	0.05202049851
950	0.05201379358
951	0.05196988037
952	0.05194665196
953	0.05190817842
954	0.05187596566
955	0.05180205223
956	0.05174974875
957	0.05169154542
958	0.05168903998
959	0.05166594573
960	0.05164131349
961	0.05160428466
962	0.05155726693
963	0.0515404455
964	0.05153235998
965	0.05151619177
966	0.05151162746
967	0.05147710346
968	0.0514294171
969	0.05139921519
970	0.05138663625
971	0.05134904038
972	0.05132184139
973	0.05125881608
974	0.05124766315
975	0.05120072033
976	0.05115225326
977	0.05114407775
978	0.05109395425
979	0.05105738101
980	0.05101478241
981	0.05095562777
982	0.05094828663
983	0.05094090463
984	0.05089972038
985	0.05082744144
986	0.05081217136
987	0.0507741014
988	0.0507270633
989	0.05070658228
990	0.05069460441
991	0.05068945617
992	0.05062791084
993	0.05057167582
994	0.0505247598
995	0.0504475478
996	0.05042831547
997	0.05041303909
998	0.0503695059
999	0.05034321264
